Timestamp,2) Are you the primary observer?,3) Photographic or physical evidence,4)  Duration -- How long did the phenomenon last?,5) Color and Brightness,6) Size/shape,"7) Smell, Sound, Heat",8) Behavior  /  path (free-verse),9) Weather conditions,10) Environment: Indoors or Outdoors?,11a) What is the approximate date and time of your observation?,DATE,11b) What is the precise date and (local) time of your observation?,12) What is the location of your observation?,Latitude,Longitude,Confidence,13) Permission to publish report,,RESERVED FOR ADDITIONAL COMMENTS BY RESEARCHERS
9/15/21 20:32,Yes,I have e-mailed physical evidence,30 seconds to a minute,Orange. I would describe it as ember like. Photo shows its relative brightness. ,Impossible to tell looked like pieces of ember at first. But i realzied they were much higher and large very large,I had headphones in so none for sound.,Appeared just above trees. Floated east to west gaining in height as it floated.  I was convinced it was some type of alien craft at first but reality set in. They moved almost like embers floating in the sky. ,A thunderstorm was just beginning lightning was occuring high in the atmosphere all around me but they sky was free of clouds and free of rain. Currently 30 minutes later it's still storming with rain. ,Outdoors ,My pho,,9/15/21 21:42,Emmorton elementary school abingdon md 21009.,,,,You may publish my anonymized report,,
9/17/21 7:33,Yes,I have no physical evidence.  This is by far the most common case.  (Your observations even w/o other evidence are EXTREMELY USEFUL!),3 to 4 seconds,Bright white,Approximately 20-30cm,"I observed it clearly through the airplane window on my side of the cabin, following a loud explosive sound that cut out the interior lights of the plane.","At the moment that I observed the 'ball', it was sat stationary on the the wing of the plane and soon after disappeared. I observed no movement of it at all, only that it was there when I looked to the window, and then it disappeared. The edges, from memory, were slightly fuzzy, but the majority of the ball was a completely solid white light.","It was a thunderstorm at night that we were flying through. There was turbulence; the interior lights cut out; the air hostesses had returned to their seats; and the captain had advised us of turbulence. It seemed like an abnormally long time before we had received an update from the captain or saw the hostesses, and the lights remained off for what seemed like maybe 10-15 minutes. It was mildly traumatic, as a few people let out some screams due to the explosive sound.","Outdoors. This occurred en route from Hamburg to Singapore, or it could have been from Singapore to Brisbane. I was flying home from Budapest, HU to Brisbane, AU.",Mid December 2006. It was the complete middle of the night. Pitch black sky.,,12/15/06 3:00,I apologise and cannot give a definitive location: I was flying overseas at the time when I observed the ball sitting on the wing of the plane.,,,,Show it to me before your publish it.,,
9/17/21 19:04,Yes,I have no physical evidence.  This is by far the most common case.  (Your observations even w/o other evidence are EXTREMELY USEFUL!),30 seconds to a minute,Green ,The size of an bowling ball ,"All of a sudden it got cold, no smell, sounded like a high voltage plant.",,Stormy as hell,Outside ,Sep 17th 2021 8:00 ihs,,9/17/21 20:00,,,,,Do not publish my report in any form,,
9/18/21 9:45,No,I have no physical evidence.  This is by far the most common case.  (Your observations even w/o other evidence are EXTREMELY USEFUL!),Not sure,My mother said the ball was glowing,don't know,,"My mother told me about seeing ball lightning when my parents lived in Nigeria between 1946 - 1961. They were living in a house made of mud. During a thunderstorm a glowing ball came through the wall into the room they were in. It moved towards the window, horizontally, and then exploded with a loud bang. 
Both my parents are dead by now, so I can't give more information, except that my mother seemed to think it was not so uncommon in Nigeria for this to happen during thunder storms. But, maybe that is a faulty memory of mine.","yes, thunderstorm",indoors,,,,,,,,You may publish my anonymized report,,
9/22/21 9:50,Yes,I have physical evidence but I have not sent it.,3 to 4 seconds,blue white bright as a camera flash/lightning bolt,size of a smaller grapefruit,sulfer smell after ears buzzed calfs numb/burning and hurting. bang when it hit the fuse box after it hit/traveled between my grandmas calves and mine knocking us to the floor in a 1/2 second. now i am a medium and highly psychic.  have been my entire life after the strike.  our rubber flipflops were still facing each other it threw both of us out of them down on the floor at the same time. my grand mother saw it my dad saw it come thru the screen door and it traveled parallel down basement steps hit fuse box blew out our electric,sulfer smell after ears buzzed calfs numb/burning and hurting. ball was fuzzy edge came through screen door and the flight path was approx 30 feet and  it banged when it hit the fuse box (after it hit/traveled between my grandmas calves and mine knocking us to the floor in a 1/2 second.)now after i became very psychic and see passed souls and i work as a psychic/medium for many yearrs. i was 7 years old and  have been this way my entire life after the strike.  our rubber flipflops were still facing each other it threw both of us out of them down on the floor at the same time. my grand mother saw it my dad saw it come thru the screen door and it traveled parallel down basement steps hit fuse box blew out our electric fuse box,"I was young and it was 58 years ago so i dont remember much but i know it was a loud hard storm mid ways through summer time in rual hall, nc","came in screen door small town of rual hall, nc rual area",i don't remember being 58 years ago sorry,,,"rual hall road, rual hall, nc house is now a parking lot next to rual hall church of christ no real physical address now",,,,feel free to publish my report you can use my full name victoria wigal bragg if you like. send it to victoriae@tds.net i dont use the gmail account and could not delete it after it defaulted into the first question above,,
9/26/21 12:15,Yes,I have no physical evidence.  This is by far the most common case.  (Your observations even w/o other evidence are EXTREMELY USEFUL!),5 to 8 seconds,"Blue, 100 watt light bulb","Spherical, around 40 cm",Nothing but the light sight,"It formed itself near the paved ground and rapidly went up until it vanished. It passed near the 15kv power lines, but didn't cause any arcs","Clear sky, around 28ºC","Outdoor, right above the paved street and bellow a 15kv overhead power lines","2001, probably in the first months of the year, around 20:00",,,"19°45'04.7""S 47°56'40.0""W",,,,You may publish my anonymized report,,
9/28/21 9:05,Yes,I have no physical evidence.  This is by far the most common case.  (Your observations even w/o other evidence are EXTREMELY USEFUL!),5 to 8 seconds,Very bright orangish yellow,About 6 inches round,Do not recall any odor or sound. May have been heat. Not sure…..long ago. ,"It came through the front kitchen screen door of our farmhouse about 4 feet off the floor. Like a ball of fire. Traveled in a straight line about 14 feet to the back of the kitchen and out that screen door. My mom, sister and I were washing dishes. One older brother was standing on the other side of the kitchen and witnessed it also. We heard later from 2 older brothers and Dad that about the same time, lightening hit a water pipe in the barn, which was about 25 feet directly behind the house. From the front of the barn to the back, the cows knelt down like dominoes. There was no damage. Thinking it through now, one of my brothers in the barn and I wonder if that lightening ball traveled from that straight line from the house to the barn. ","Big thunderstorm was starting in 1967. Probably about 6:30 PM CDT. My mom had the emergency candles ready before the “fireball,” as we called it, just in case the power went out. It was hot out. ",Rural - country farmhouse. Entered and exited kitchen as previously described. There were power lines nearby…..on the other side of the gravel country road. ,1967 about 6:30 PM CDT summer or early fall,,,4750 Pine Grove Rd Denmark WI (house no longer there),,,,You may publish my anonymized report,,
9/28/21 21:37,Yes,I have no physical evidence.  This is by far the most common case.  (Your observations even w/o other evidence are EXTREMELY USEFUL!),1 to 2 seconds,,,"No heat or smell, just a immense blue flash, and a huge BOOM!","This was the most intense, and interesting natural phenomenon I have ever experienced!  We were sitting at our campsite, overlooking Lake Cumberland.  (Fishing Creek Campground. Somerset, KY) It was around 10:30 pm, ET on July  27, 28,or 29th, 2020. I'm not sure which night it occurred.  It was a very clear night.  Hot and humid. An isolated, but very fast growing thunderstorm was developing.  A huge thunderhead swollowed up the moon.  (West  to east) Lightning was increasing, but the cool breeze was such a pleasant break from the heat and humidity, we stayed outside for another moment. Then a HUGE BOOOOM!  The world turned into a flash of blue light!   I swore I saw a blue flash, an  exploding blue ball with white lightning shooting through it!  It seemed to hover, still for a couple seconds. It seemed to be right in my face, slightly up and to my right.  It was surreal!  It seemed like I could have touched it!  It could have been softball to volleyball size, or larger, depending on how close it really was to me.   (I googled the description and plasma globes came up. That's what it looked like.) perfectly round, Blue inside, well defined white border, full of sparks or lightning. It was beautiful!  We dashed into the camper.  My ears were ringing, my friend got a headache, (she did not see the orb, as she was turned slightly away.). My dog now has storm anxiety.  I am wondering if it was a close call with death or severe injury.  The flash and boom were scary but that orb, or ball lightning, was beautiful! I am still in awe. ",It was a very clear night until one isolated thunderstorm quickly developed. ,Outdoors,See number 8. ,,,See number 8. ,,,,Do not publish my report in any form,,
9/29/21 0:20,Yes,I have no physical evidence.  This is by far the most common case.  (Your observations even w/o other evidence are EXTREMELY USEFUL!),30 seconds to a minute,The color was a blueish white: luminosity equivalent to a 60 watt light bulb,The lighting ball was round and about the size of a small beach ball (approx 10”),"Yes, it had a weird odor…thickly sweet. I did not feel any heat or hear anything although I was about 2 feet away from it.","The BL was in the basement of the large building I lived in, Bldg 26:C:4 located in Germany on the Sembach US Air Force base. The building, number 26, had three main stairwells, A,B and C. Each stairwell had 6 apartments (2 to each floor). The basement went the whole length of the building and was unobstructed by any partitions, gates or doors. The laundry room and storage area for residents were located to the left and right of the centered basement hallway.  I had been sitting on the last stair in the basement waiting for my father to get my bike out of our storage area.  A storm was on the way and I wanted to ride my bike before the rain started.  There were a few loud cracks of lightning but no rain yet.  I did not see the BL enter the basement….however, I believe it was the funny smell that caught my attention first. When I looked up I saw a ball of light moving in the hallway. It was about 70’ away, and I was confused about what I was seeing and I stood up and walked into the basement hallway to get a better look.  As I realized the BL was moving toward me and that what I was seeing was not “normal” I got back on the stairs and peeked at it as it got closer. It was about 2’ off the floor and when it got even with where I had been standing it continued to the end of the hallway and disappeared…no noise at all, just that sweet thick smell.","Yes, a thunderstorm was just about to begin. I believe that there were several cracks of lightning that preceded the heavy rains that followed. It was early May, late in the afternoon, and I remember it being a bit humid.",See #8 above.,See #9 above.,,,,,,,You may publish my anonymized report,,
10/3/21 22:53,Yes,I have no physical evidence.  This is by far the most common case.  (Your observations even w/o other evidence are EXTREMELY USEFUL!),3 to 4 seconds,Color was whitish and bright.,Bigger than a baseball/softball and smaller than a basketball. I would say volleyball sized would be pretty accurate.,"No smell, just a sound like .. hmm.. sizzling .. fast - it came thru a house I was in.","I was about 10 years old. This was 1968 I believe. Was at relatives house in a rural area in Alabama. Was dark and there was some lightning and thunder. Can't remember if it had started to rain yet. We were all in a rather large living room. The adults were all talking. I was 10 and just sitting silently and listening. The room had two large windows facing the street. It had gotten pretty dark in the room as the weather got worse. Suddenly a fireball came thru the window. It came thru it as if it wasn't there. As I said it was white and about the size of a volleyball. It was probably about 7 to 8 feet from the floor and came thru like a comet and went thru the room in front of everyone and went out of the room. There was a hallway and it came thru the room and went down the hallway. I was sitting where I could not see it after it left the living room. I could not see down that hallway. There was a hush in the room and gasps from the women and then.. after a minute or two they all went back to talking. I was stunned and could not believe what I had just seen. I got up and went to that hallway to see where it would have gone. The hallway went to the kitchen and there was a kitchen sink straight down the hall in the path. The fireball would have had to have gone thru the wall above the kitchen sink. It's been 53 years and I can still see it in my mind - like a recording. For a long time I thought i must have imagined it but years later I asked my mom if she remembered and she said..""oh yes, I remember it well. It happened. You didn't imagine it' Decided to google it and saw stories from others similar to mine and I now know others had a similar experience  I wasn't the only one. ",dark - storm about to happen. ,Inside a house - Rural -  Barfield Alabama. Don't know anything about power lines. Don't remember but don't think so. This was more like a farm house.,July 1968.  I do not know any exact date or time. The time was in the afternoon.  1pm - 3pm timeframe,,,Barfield or Lineville Alabama,,,,Show it to me before your publish it.,,
10/4/21 13:58,Yes,I have no physical evidence.  This is by far the most common case.  (Your observations even w/o other evidence are EXTREMELY USEFUL!),Less than a second,"red, moderately bright","Tennis ball, maybe a bit bigger","Nothing I noticed, loud bang when it hit lamp and smoke from charred cable and plug","It appeared above my head as I worked on PC and flew about 10 ft diagonally across room into the corner causing a loud bang and damage to lamp it hit and tripped out power (tv's, xbox wifi router no longer work)",Thunderstorm outside,"indoors, suburb, no power lines",,,10/4/21 14:40,12 Huxley Close Macclesfield UK,,,,You may publish my anonymized report,,
10/5/21 22:33,Yes,I have no physical evidence.  This is by far the most common case.  (Your observations even w/o other evidence are EXTREMELY USEFUL!),15 to 30 seconds,"Green sphere, bright, fuzzy edges",Size of a cantaloupe ,"Buzzing sound, no smell, no temperature ","It came in through my bedroom window, floated through the room and attached to my radio that I was listening to. The radio started buzzing/radio interference, until the green ball lightning exploded and then disappeared. 
I had two friends that lived in the houses next to mine, and they too saw the ball lightening but it was different color and flight path. At my next door neighbor’s (friend #1) house. She described it as a yellow sphere that hovered, in her backyard, it developed a black ring, and then zipped away. At the friend #2 house, who lived behind mine, she said it was purple (or red?) that it entered her house was in the hallway and then zipped down the hallway and out the garage door. ",It was at night. I don’t recall the weather or the season. ,"Indoor (me & friend #2) and outdoor (friend#1). 
I had a small utility box in my backyard from the phone company. Friend #1 had a Electrical transformer (4 foot box) in her backyard, and friend #2 had a telephone pole in her backyard. The telephone phone poles lined all the way down our backyards in the suburban neighborhood. ",1984? It was at night. Maybe summer. ,,,"16321 San Jacinto Street, Fountain Valley, CA 92708",,,,Show it to me before your publish it.,,
10/9/21 19:05,Yes,I have physical evidence but I have not sent it.,30 seconds to a minute,It was a steady bright fire orange color throughout the time period I saw it,It was at least a 1000ft agl. Looked about the size of a softball but with no other visual references I can’t be sure,I didn’t experience any other physical observations other than sight,It was on a singular and steady flight path. The orb maintained its solid state with no irregularities ,"A tropical storm was approaching Cudjoe Key, Florida. No wind or rain. A lot of lightening and then the orb came immediately after a lighting bolt. Either from the cloud or the bolt itself I’m not sure",No. It was high up and traveled along a straight line,8pm Oct 9 2021,,10/9/21 20:00,"701 Spanish Main Drive site 143, Cudjoe Key, Florida 33042",,,,You may publish my anonymized report,,
10/10/21 20:33,Yes,I have no physical evidence.  This is by far the most common case.  (Your observations even w/o other evidence are EXTREMELY USEFUL!),"I heard it before I saw it, so I think if that is includes it would be around 4-6 seconds.","It  was a bright cyan, and fairly bright like how a laptop screen on maximum brightness is in a dark room.","Due to the distance, it looked to be about the size of a basket ball, but it was most likely larger.","It there was a humming sound, but otherwise no other sounds or any smell/heat noticed.","It stayed still and was relatively fuzzy. I did not see where it came from, it sorta just looked like it appeared on the wires outside.","It was at the start of a thunderstorm, a few minutes after it began to rain.",It was outside in an urban area. There were some telephone wires that it looked like it was resting on and it was 5-10 feet from a building.,,,10/10/21 21:10,"2424 West Oak, Denton Texas",,,,You may publish my anonymized report,,
10/13/21 11:41,Yes,I have no physical evidence.  This is by far the most common case.  (Your observations even w/o other evidence are EXTREMELY USEFUL!),5 to 8 seconds,Bright lights of white to yellow,Bigger than a softball and smaller than a soccer ball,No sound or heat.,Bounced from wall to wall.  Distance between walls was about 10 feet.,Sunny day,Inside mobile home where I lived,Spring in 1968,,3/15/68 11:30,"One mile south of Archer, Florida just west side of US 41",,,,You may publish my anonymized report,,
10/25/21 21:07,Yes,I have no physical evidence.  This is by far the most common case.  (Your observations even w/o other evidence are EXTREMELY USEFUL!),3 to 4 seconds,Blueish whitish. ,Constant size of a graoefruit,It was as if the ball came through the window while during a lightening storm and once inside it disappeared with a clack sound. No smell that I could tell   ,The ball passed through the window on a downward trajectory and dissipated about three feet above the floor. ,Thunderstorm which was waning. I was surprised we still had lightening. ,Indoors. Upstairs in bedroom. Rural area with lots of trees. One of the higher elevations in the county.  ,10/25/2021 at. Approximately 10 pm. ,,10/25/21 22:00,"Latitude: 35.954697 Longitude:	-78.649154",,,,Show it to me before your publish it.,,
10/27/21 17:12,Yes,I have physical evidence but I have not sent it.,30 seconds to a minute,"a red, sort of pulsating glow the brightness of a 60W LED bulb.a 60 soft white LED bulb",size and shape of a soccer ball,"There was a very loud pop outside the window, but the ball made no sound.","The ball had a fuzzy edge. It came though the screen and closed front window, floated over me as I lay reading on the sofa, and went out the back window. There are small holes in the front screen and fewer in the back screen. There was no damage to the closed windows.","The sky was overcast. I thought it was going to rain, but none had started. There wasn't thunder, but the loud pop sounded like it was right beside the house. It was a cool spring day at about 2:30 in the afternoon on March 18, 2020. ","The ball came straight through the house. It floated about a yard above me. I remember being strangely bemused, never having seen or heard of anything like this. I live in a house in a woods in a rural area in the Knobs in southern Indiana, surrounded by 80-90 ft. tall trees.  I'm about 10 miles from New Albany, Indiana and the Ohio River. The  only power line is my electric line into the house which was about 50 ft. away.",,,3/18/20 14:30,"2319 N Luther Rd, New Albany, IN 47122",,,,You may publish my anonymized report,,
10/28/21 11:00,Yes,I have e-mailed physical evidence,8 to 15 seconds,Lime  Green,About the size of a basketball,None,I thought about 4 feet off the ground and it jumped around sometimes seeming like it’s in two places at once at the end of my second video it’s coming towards me and you can see the reflection of the light on the wet sidewalk. At the end of the second video it seems to break apart into many pieces before it fades away.,It was partly cloudy early in the morning the sun was just coming up there was weather around it had rained earlier.,Outdoors by the Lake Michigan.,I checked my phone and I made the videos on May 18 at 7:10 in the morning at the shore of Lake Michigan by the walk path,,5/18/20 7:10,Evanston Illinois at the shores of Lake Michigan,,,,You may publish my anonymized report,,
10/29/21 14:54,Yes,I have physical evidence but I have not sent it.,30 seconds to a minute,red and bright as a 60W soft white LED bulb,size of a soccer ball,"no smell, no sound, no heat. ","UPDATE I originally described the ball as pulsating,  but that's not quite accurate. It was more like the movement of paint when one marbleizes paper or like shallow creek water flowing. It had to have begun outside because of all the holes it made in the window screen, several dozen of varying sizes.  There was no damage to the double paned windows. The ball itself glowed and had fuzzy edges. It flowed right over me, 3-4 ft above me as I lay on the sofa, moving slowly, and exited out the back window. I couldn't see that but the holes in the screen told me.","I felt a storm or rain might come soon, but none before the very loud pop by the house, followed in a minute or so by thunder. The sky was overcast and gray with that strange light you sometimes have before a rainstorm  This happened around 2:30 in the afternoon March 18, 2020. Seemed a fairly ordinary spring day for the Ohio Valley. Cool but not cold. I live in a  woods of 80-90 ft trees. ","The lightning was inside my house in the rural area of the Knobs in southern Indiana across the river from Louisville, Ky. 15 miles from downtown Louisville. I'm just 2 miles from an unincorporated town Edwardsville, IN. in a woods.",,,3/18/20 14:30,"2319 N Luther Rd, New Albany, IN 47122",,,,This is an update to my previous report on the appearance of the ball.,,
10/30/21 14:28,I am the primary observer,I have e-mailed physical evidence,I took two pictures of the sunset for my girlfriend that day and I’m not sure how long the interval was between the two but it showed up in both long exposures which are like short videos,It was lime green ,About 12 inches the size of a basketball,I didn’t hear anything nor did I smell anything. I didn’t notice it when I was first taking the pictures on the later looking at them did I see it.,In my first video the lime green ball about the size of a basketball is about 5 feet off the ground and zigzags very fast up down right left sometimes appearing in two places at once because it’s moving so fast sometimes. In the second video it it’s zigzagging up and down about 5 feet back-and-forth  and then it move towards me and I can see The balls green reflection on the wet sidewalk and it seems to come towards me and the video and shortly after.,It was partly cloudy it had just rained earlier that morning the sidewalks are still wet it was around 70° the sun was just coming up,It was outside on the lakefront of Lake Michigan in Evanston Illinois no powerlines or anything around. It was a park for kids,It was May 18 at 7:10 in the morning.,,5/18/20 7:10,42*02’38” N87*40’22”W,,,,You may publish my anonymized report,,
10/31/21 21:15,Yes,I have no physical evidence.  This is by far the most common case.  (Your observations even w/o other evidence are EXTREMELY USEFUL!),more than two minutes,Clearish obscured by heat radiating from it. It resembled a childs soap bubble with several bottle rockets trapped inside it.,The size appeared to be about softball or grapefruit sized.,"I did not smell anything, but the sound is what called my attention. It was a snapping sound like someone slapping a wooden ruler off a desk.  Or crackling of firecrackers. Looking at it I could see heat radiating from it.","The sound called my attention, it was about 2 pm on a day which had thunder storms, then periods of sun, and more thunder storms. During one of the sun periods, I was washing a fish tank on my back porch, when I heard what I thought was fireworks, like a cone type. As I looked closer, I saw it wasn't. It was the snapping soap bubble looking orb rising slowly from the ground as it moved towards me. It probably traveled at least 150 ft. As it got closer I could see sparks moving around the inside like bottle rockets trapped in a childs soap bubble. It also had a modulated sound. If you are old enough to have had a rotary dial phone, it had the sound you might get when rain got into the phone lines or switching office panel. The orb also exhibited a polarity, as it was moving towards me it passed thru power lines,
It was not high enough to reach the top wires, but was in line with the lower neutral wire, as it approached it the orb repelled from it like two like magnet would.","Between thunderstorms with sun shining. Temp in 70s, it was back in the early 90s but I believe it was the end of June.","This happened in a rural area,  beginning about 70 ft from power lines. When it finally ended it came into contact with the aluminum siding on my house, no sound or mark. It probably traveled 150 ft during my observation.","Third week of June about 2:30 pm, maybe 1993, or 1994",,,"5 Chain Circle, New Ringgold, Pa",,,,Show it to me before your publish it.,,
11/2/21 21:55,Yes,I have no physical evidence.  This is by far the most common case.  (Your observations even w/o other evidence are EXTREMELY USEFUL!),5 to 8 seconds,I saw a bright orb,Size between that of a softball and a grapefruit,No recollection,I was sitting in my grandmother's dining room.  There was a phone (an old-fashioned crank phone) on the wall.  I observed a ball of lightning pass across the room from the vicinity of the phone (on an exterior wall).  It disappeared into the kitchen wall.,I don't recall - this was so many years ago.,"Rural farm, indoors.  I don't recall the weather.",This happened when I was a child but is so vivid.  I never heard anyone mention anything like it!  It happened in southwest Michigan in the summertime - late 1950's.,,8/1/59 15:00,"42°30'23.2""N 85°59'31.1""W",,,,You may publish my anonymized report,,
11/6/21 12:14,Yes,I have no physical evidence.  This is by far the most common case.  (Your observations even w/o other evidence are EXTREMELY USEFUL!),"As I remember we saw it at least as long as it took converse: ""Do you see that?"" ""Yes."" ""What is it?"" ""I don't know."" I can't remember if it winked out or disappeared out of view.",It was white shaded around the edge by electric blue and bright like lightning.,Constant sphere approx. bowling ball to basketball sized,We viewed it through a closed window and did not smell or feel anything.,"Soft, fuzzy edges and moved very slowly, aimlessly, about about 5' off the ground outside the window.","I feel like it might have been kind of gloomy/overcast, but I can't remember for sure.","The sphere was outside the window, just hanging out above the concrete walkway next to the house. It was a 4-plex one story apartment surrounded by scrub on a relatively flat island.","Maybe around 11 pm in the last 2 weeks of December I think it was 2005, not positive.",,,"Eluthera, Bahamas",,,,Show it to me before your publish it.,,
11/6/21 22:46,Yes,I have no physical evidence.  This is by far the most common case.  (Your observations even w/o other evidence are EXTREMELY USEFUL!),1 to 2 seconds,Camera flash,About the size of a soccer ball,Buzzing or zapping noise after thunder ,"Looked like Tesla ball floating in the air in my bathroom in front of the window, I herd a buzzing noise and that is why I turned to see it. ","Thunderstorm had just started, lots of lightning and thunder and the temperature was  about 90 degrees outside. ",Indoors near window in the suburbs ,May 2020 around 3pm,,,"404 Talbot  Bay Dr. St. Augustine, FL",,,,You may publish my anonymized report,,
11/7/21 16:45,Yes,I have no physical evidence.  This is by far the most common case.  (Your observations even w/o other evidence are EXTREMELY USEFUL!),15 to 30 seconds,Yellow-gold,Approx. 1 meter,"Sizzling sound, like bacon frying in a pan.","It floated about 10-12 meters off the ground, above the rooftops, moving easterly at walking speed.","Sky was overcast, but I don’t remember any nearby thunderstorms.","Suburb, over rooftops, 20-30 feet from power lines.","Spring, 1956. I was12 years old",,5/15/56 20:00,"Intersection of Riverbank and Tyee Streets, Castro Valley, California, USA (37.6876815, -122.0855485)",,,,You may publish my anonymized report,,
11/16/21 7:08,Yes,I have e-mailed physical evidence,3 to 4 seconds,I was taking  pictures of a thunderstorm rolling in out in Merkel Tx. ,?,too far away but could see successive flashes following intial strike,too far too cloudy to observe,incoming thunderstorm,outdoors,18-Jun,,6/16/21 18:00,2174 fm 1235 merkel tx,,,,You may publish my anonymized report,,
11/19/21 17:38,Yes,I have no physical evidence.  This is by far the most common case.  (Your observations even w/o other evidence are EXTREMELY USEFUL!),3 to 4 seconds,It was mainly a white ball of light with a blue outline. It was more as bright as a camera flash.,"For the first few seconds, it remained the same size, the size being around the size of a basketball. A small basketball though. It had spikes around it alike to a sea urchin. Right during the last few seconds, it crackled and exploded/dispersed. Like a firework just not as loud. ","There was little to no smell and the smell was a small crackling, much alike to a sparkler on the Fourth of July. ","It was sharp edged while only the edges were pull of sparks, like a small fireworks it came in through the window during a thunder storm and hovered about 4-5ft off of the ground floor of my house. The house is a big elevated so from outside it may have been a bit higher. It sat in the middle of the room over my coffee table for a good 4-5 seconds before it expanded and exploded. ","It was during a thunderstorm and it was a very harsh one. It was in the summer time and there was a bad storm going on so me and my family gathered in the living room of the house. After about an hour into the storm with no let up on the harshness, the ball came in and all of us saw it. ",Indoors. It was a rural place in the south with houses dispersed with great distance all over the town. We were not too near nor directly under and power lines. No tower and no any other structure either. Only trees.,Around July or June in the middle of the 2011 summer. It was evening time.,,6/15/11 18:45,"1402 Jones Rd, Sandersville, Ga/ 31082",,,,Show it to me before your publish it.,,
11/21/21 3:46,Yes,I have no physical evidence.  This is by far the most common case.  (Your observations even w/o other evidence are EXTREMELY USEFUL!),8 to 15 seconds,"First very bright light, than pulsating white, red, orange, yellow.","I saw 20m in diameter cloud of ""burning air"" (plasma). ","At first no sound, strong light only. Than when colour went o change to red / orange it sounded like fireworks plus hissing / buzzing type of sound before it disappear. Like electrical shortage - but high volume.","It was moving in horizontal plane for 5 secs, than stopped and was hanging about 15meters above ground, buring cloud of red/ orange gas. Sparks like electrical discharge.","There where heavy dark clouds whole day. It was early evening around 5pm. Heavy wind around 90km/h. No thuderstorm before or after his day in my area. It was a weather front passing by. Phenomenon was hanging still, while heavy wind blows.","I was on a 2nd floor of building. inside.  Phenomenon was placed around twice as high as the building, outside.","19.11.2021 around 5pm local time, Poland. 1h after sunset.",,11/19/21 17:00,"Gi?ycko, Poland, 54.043190424963925, 21.747781515209088",,,,You may publish my anonymized report,,
11/21/21 21:13,Yes,I have no physical evidence.  This is by far the most common case.  (Your observations even w/o other evidence are EXTREMELY USEFUL!),8 to 15 seconds,It appeared as bright a the glow of a light bulb,It was between the size of a silver dollar and ping pong ball,No noticeable smells or sounds-it was a typical summer evening-warm temperature,"It was a ball of light, and was not fuzzy. It started in the grass in my backyard approximately 12 feet from where I was, and then floated up and left my yard, went between some neighboring houses, and floated away until it faded from sight. ","I don’t remember if there was a storm that night, but I don’t think there had been. I was sitting on the patio in my backyard with my parents who were visiting that week. We all saw it, and none of us knew what it was. It was a warm summer night, and must have been after 9:00 pm MST because it was dark outside. ","I was outside, and the light was in the grass in my back yard. We aren’t directly near or under power lines, towers, but there are power lines about a quarter of a mile away. We live in a quiet neighborhood on the outskirts of a small city.  ",It was between 9:00 and 10:00 pm MST in mid July of 2018.,,,"Greeley, Latitude: 40.413417 Longitude: -104.792679",,,,You may publish my anonymized report,,
11/22/21 10:24,Yes,I have no physical evidence.  This is by far the most common case.  (Your observations even w/o other evidence are EXTREMELY USEFUL!),5 to 8 seconds,A large white glowing flash that from my recollection was the size of a basketball to maybe a beach ball that travelled horizonally across the road from left to right maybe 50 to 100 feet off the ground.  I was in the car with my wife at the time driving down an slight incline as the bright pulsating light crossed the road.  It seemed to last forever and I am guessing it was five to 8 seconds but it could have been longer.  This occured maybe fourty years ago and my wife and I occassionally discuss it as we had never seen anything like it and have not since.,"As noted above, I would estimate between the size of a basketball or beach ball",Do not recall any sound and do not recall any odor.,This orb shaped occurance had the appearance of a mini sun with pulsating light emanating from the mass that moved horizonally from left to right (east to west) as we were travelling southbound on South Cobb Drive in Smyrna Georgia many years ago.  It was so mesmorizing we have never forgotten it.  In my minds eye I can still see it.  ,It was stormy with low clouds.  I do not recall a thunderstorm before or after the occurance.,"The area is much the same now as it was then, except now there is housing on one side of the road and a nursery on the other.","Years ago, probably over 40 but something forever memorable.",,,Southbound on South Cobb Drive just past intersection of McCauley Road.rive. ,,,,You may publish my anonymized report,,
11/26/21 11:17,Yes,I have e-mailed physical evidence,3 to 4 seconds,Fairly bright. I have a video,Globe,I wasn’t there. It is on my security video,It started from the ceiling and dropped down and came toward the camera ,Clear weather,Indoors,,,11/25/21 6:32,"11410 Liberty Field San Antonio, Tx",,,,You may publish my anonymized report,,
